lead_id,interaction_type,interaction_date,details
642,Call,8/8/2023,"{""follow_up_date"": ""2024-06-29"", ""priority"": ""medium""}"
210,Call,8/10/2023,"{""follow_up_date"": ""2024-07-28"", ""priority"": ""high""}"
426,Call,8/11/2023,"{""follow_up_date"": ""2024-06-12"", ""priority"": ""medium""}"
568,Email,8/11/2023,"{""follow_up_date"": ""2024-05-09"", ""priority"": ""high""}"
223,Meeting,8/12/2023,"{""follow_up_date"": ""2023-11-03"", ""priority"": ""low""}"
123,Call,8/12/2023,"{""follow_up_date"": ""2023-09-11"", ""priority"": ""medium""}"
101,Email,8/12/2023,"{""follow_up_date"": ""2024-06-21"", ""priority"": ""medium""}"
395,Meeting,8/13/2023,"{""follow_up_date"": ""2024-01-01"", ""priority"": ""high""}"
179,Meeting,8/13/2023,"{""follow_up_date"": ""2023-09-02"", ""priority"": ""medium""}"
807,Call,8/13/2023,"{""follow_up_date"": ""2024-04-20"", ""priority"": ""low""}"
68,Call,8/13/2023,"{""follow_up_date"": ""2023-08-16"", ""priority"": ""medium""}"
616,Email,8/14/2023,"{""follow_up_date"": ""2023-09-27"", ""priority"": ""low""}"
147,Meeting,8/14/2023,"{""follow_up_date"": ""2024-05-20"", ""priority"": ""medium""}"
367,Meeting,8/14/2023,"{""follow_up_date"": ""2024-03-01"", ""priority"": ""high""}"
644,Call,8/14/2023,"{""follow_up_date"": ""2024-01-30"", ""priority"": ""low""}"
176,Email,8/14/2023,"{""follow_up_date"": ""2024-05-22"", ""priority"": ""medium""}"
353,Email,8/15/2023,"{""follow_up_date"": ""2023-12-13"", ""priority"": ""high""}"
54,Email,8/15/2023,"{""follow_up_date"": ""2024-01-26"", ""priority"": ""medium""}"
493,Email,8/15/2023,"{""follow_up_date"": ""2024-04-12"", ""priority"": ""low""}"
513,Meeting,8/16/2023,"{""follow_up_date"": ""2024-05-20"", ""priority"": ""low""}"
585,Meeting,8/16/2023,"{""follow_up_date"": ""2024-03-02"", ""priority"": ""medium""}"
747,Email,8/16/2023,"{""follow_up_date"": ""2023-12-30"", ""priority"": ""medium""}"
836,Meeting,8/16/2023,"{""follow_up_date"": ""2024-02-03"", ""priority"": ""low""}"
836,Meeting,8/17/2023,"{""follow_up_date"": ""2023-10-28"", ""priority"": ""low""}"
746,Meeting,8/17/2023,"{""follow_up_date"": ""2024-04-04"", ""priority"": ""low""}"
875,Meeting,8/17/2023,"{""follow_up_date"": ""2023-12-09"", ""priority"": ""medium""}"
156,Email,8/17/2023,"{""follow_up_date"": ""2024-01-02"", ""priority"": ""medium""}"
878,Call,8/18/2023,"{""follow_up_date"": ""2024-06-03"", ""priority"": ""high""}"
568,Call,8/18/2023,"{""follow_up_date"": ""2024-04-02"", ""priority"": ""high""}"
976,Email,8/18/2023,"{""follow_up_date"": ""2024-08-11"", ""priority"": ""high""}"
576,Meeting,8/18/2023,"{""follow_up_date"": ""2024-04-20"", ""priority"": ""medium""}"
116,Meeting,8/18/2023,"{""follow_up_date"": ""2023-12-24"", ""priority"": ""low""}"
15,Meeting,8/19/2023,"{""follow_up_date"": ""2024-02-04"", ""priority"": ""medium""}"
321,Email,8/19/2023,"{""follow_up_date"": ""2023-10-18"", ""priority"": ""high""}"
749,Call,8/19/2023,"{""follow_up_date"": ""2024-08-10"", ""priority"": ""high""}"
207,Email,8/19/2023,"{""follow_up_date"": ""2023-09-27"", ""priority"": ""low""}"
682,Email,8/19/2023,"{""follow_up_date"": ""2023-12-21"", ""priority"": ""medium""}"
835,Call,8/20/2023,"{""follow_up_date"": ""2023-12-10"", ""priority"": ""medium""}"
527,Meeting,8/20/2023,"{""follow_up_date"": ""2024-08-12"", ""priority"": ""medium""}"
311,Email,8/20/2023,"{""follow_up_date"": ""2023-12-20"", ""priority"": ""high""}"
750,Email,8/20/2023,"{""follow_up_date"": ""2023-09-28"", ""priority"": ""high""}"
649,Meeting,8/20/2023,"{""follow_up_date"": ""2024-07-22"", ""priority"": ""low""}"
973,Meeting,8/21/2023,"{""follow_up_date"": ""2024-04-12"", ""priority"": ""medium""}"
334,Meeting,8/21/2023,"{""follow_up_date"": ""2023-09-17"", ""priority"": ""high""}"
577,Call,8/21/2023,"{""follow_up_date"": ""2023-11-20"", ""priority"": ""high""}"
807,Email,8/21/2023,"{""follow_up_date"": ""2024-01-17"", ""priority"": ""low""}"
805,Email,8/22/2023,"{""follow_up_date"": ""2024-02-15"", ""priority"": ""high""}"
838,Email,8/22/2023,"{""follow_up_date"": ""2024-05-19"", ""priority"": ""low""}"
217,Call,8/22/2023,"{""follow_up_date"": ""2024-07-06"", ""priority"": ""low""}"
608,Call,8/22/2023,"{""follow_up_date"": ""2024-02-08"", ""priority"": ""high""}"
839,Call,8/22/2023,"{""follow_up_date"": ""2024-06-06"", ""priority"": ""low""}"
123,Meeting,8/22/2023,"{""follow_up_date"": ""2023-09-11"", ""priority"": ""medium""}"
277,Call,8/22/2023,"{""follow_up_date"": ""2024-01-07"", ""priority"": ""low""}"
188,Email,8/23/2023,"{""follow_up_date"": ""2023-10-25"", ""priority"": ""medium""}"
359,Call,8/24/2023,"{""follow_up_date"": ""2023-08-24"", ""priority"": ""low""}"
898,Email,8/24/2023,"{""follow_up_date"": ""2024-06-24"", ""priority"": ""high""}"
487,Meeting,8/24/2023,"{""follow_up_date"": ""2024-03-17"", ""priority"": ""low""}"
415,Email,8/25/2023,"{""follow_up_date"": ""2023-09-19"", ""priority"": ""high""}"
533,Meeting,8/25/2023,"{""follow_up_date"": ""2024-02-23"", ""priority"": ""low""}"
144,Meeting,8/25/2023,"{""follow_up_date"": ""2023-10-20"", ""priority"": ""medium""}"
742,Email,8/26/2023,"{""follow_up_date"": ""2023-10-20"", ""priority"": ""medium""}"
64,Call,8/26/2023,"{""follow_up_date"": ""2023-08-31"", ""priority"": ""medium""}"
797,Meeting,8/27/2023,"{""follow_up_date"": ""2023-11-21"", ""priority"": ""high""}"
675,Call,8/27/2023,"{""follow_up_date"": ""2023-09-01"", ""priority"": ""low""}"
415,Email,8/27/2023,"{""follow_up_date"": ""2024-06-15"", ""priority"": ""low""}"
43,Call,8/28/2023,"{""follow_up_date"": ""2023-12-01"", ""priority"": ""low""}"
507,Call,8/28/2023,"{""follow_up_date"": ""2024-04-03"", ""priority"": ""low""}"
943,Call,8/28/2023,"{""follow_up_date"": ""2024-01-03"", ""priority"": ""high""}"
66,Meeting,8/28/2023,"{""follow_up_date"": ""2023-12-18"", ""priority"": ""high""}"
141,Email,8/28/2023,"{""follow_up_date"": ""2023-10-29"", ""priority"": ""high""}"
666,Email,8/29/2023,"{""follow_up_date"": ""2023-09-12"", ""priority"": ""high""}"
299,Email,8/29/2023,"{""follow_up_date"": ""2024-02-03"", ""priority"": ""high""}"
802,Call,8/29/2023,"{""follow_up_date"": ""2023-09-13"", ""priority"": ""low""}"
254,Email,8/29/2023,"{""follow_up_date"": ""2024-04-02"", ""priority"": ""low""}"
758,Meeting,8/31/2023,"{""follow_up_date"": ""2024-02-10"", ""priority"": ""high""}"
46,Email,8/31/2023,"{""follow_up_date"": ""2024-01-22"", ""priority"": ""low""}"
457,Email,8/31/2023,"{""follow_up_date"": ""2024-04-04"", ""priority"": ""low""}"
496,Meeting,8/31/2023,"{""follow_up_date"": ""2024-08-17"", ""priority"": ""medium""}"
528,Meeting,9/1/2023,"{""follow_up_date"": ""2023-10-12"", ""priority"": ""low""}"
558,Email,9/1/2023,"{""follow_up_date"": ""2024-04-08"", ""priority"": ""high""}"
645,Email,9/1/2023,"{""follow_up_date"": ""2024-04-17"", ""priority"": ""medium""}"
30,Meeting,9/2/2023,"{""follow_up_date"": ""2024-03-03"", ""priority"": ""medium""}"
835,Email,9/2/2023,"{""follow_up_date"": ""2023-09-12"", ""priority"": ""low""}"
489,Email,9/2/2023,"{""follow_up_date"": ""2024-07-07"", ""priority"": ""low""}"
802,Meeting,9/2/2023,"{""follow_up_date"": ""2024-04-20"", ""priority"": ""high""}"
661,Email,9/3/2023,"{""follow_up_date"": ""2023-11-11"", ""priority"": ""medium""}"
536,Meeting,9/3/2023,"{""follow_up_date"": ""2024-02-08"", ""priority"": ""high""}"
392,Meeting,9/4/2023,"{""follow_up_date"": ""2024-01-03"", ""priority"": ""high""}"
114,Call,9/4/2023,"{""follow_up_date"": ""2024-02-23"", ""priority"": ""medium""}"
99,Meeting,9/4/2023,"{""follow_up_date"": ""2023-12-09"", ""priority"": ""low""}"
432,Meeting,9/5/2023,"{""follow_up_date"": ""2024-02-22"", ""priority"": ""high""}"
573,Meeting,9/5/2023,"{""follow_up_date"": ""2023-11-18"", ""priority"": ""low""}"
998,Meeting,9/5/2023,"{""follow_up_date"": ""2024-04-22"", ""priority"": ""medium""}"
758,Meeting,9/6/2023,"{""follow_up_date"": ""2024-05-14"", ""priority"": ""low""}"
900,Email,9/6/2023,"{""follow_up_date"": ""2024-02-13"", ""priority"": ""high""}"
630,Email,9/6/2023,"{""follow_up_date"": ""2024-09-05"", ""priority"": ""low""}"
436,Email,9/7/2023,"{""follow_up_date"": ""2024-07-27"", ""priority"": ""medium""}"
139,Call,9/7/2023,"{""follow_up_date"": ""2024-04-06"", ""priority"": ""high""}"
483,Call,9/8/2023,"{""follow_up_date"": ""2024-02-08"", ""priority"": ""low""}"
515,Email,9/8/2023,"{""follow_up_date"": ""2023-10-26"", ""priority"": ""low""}"
850,Meeting,9/9/2023,"{""follow_up_date"": ""2024-02-02"", ""priority"": ""low""}"
530,Email,9/9/2023,"{""follow_up_date"": ""2024-03-26"", ""priority"": ""low""}"
155,Email,9/11/2023,"{""follow_up_date"": ""2024-08-27"", ""priority"": ""low""}"
412,Call,9/11/2023,"{""follow_up_date"": ""2024-06-13"", ""priority"": ""low""}"
724,Meeting,9/12/2023,"{""follow_up_date"": ""2023-12-07"", ""priority"": ""low""}"
810,Email,9/12/2023,"{""follow_up_date"": ""2024-01-30"", ""priority"": ""low""}"
788,Meeting,9/12/2023,"{""follow_up_date"": ""2023-11-06"", ""priority"": ""low""}"
7,Call,9/13/2023,"{""follow_up_date"": ""2024-04-01"", ""priority"": ""low""}"
66,Call,9/13/2023,"{""follow_up_date"": ""2023-11-09"", ""priority"": ""medium""}"
277,Call,9/13/2023,"{""follow_up_date"": ""2024-08-24"", ""priority"": ""medium""}"
454,Email,9/13/2023,"{""follow_up_date"": ""2023-11-04"", ""priority"": ""low""}"
129,Email,9/14/2023,"{""follow_up_date"": ""2023-09-24"", ""priority"": ""high""}"
931,Call,9/15/2023,"{""follow_up_date"": ""2023-12-29"", ""priority"": ""high""}"
559,Call,9/16/2023,"{""follow_up_date"": ""2023-11-25"", ""priority"": ""low""}"
97,Meeting,9/16/2023,"{""follow_up_date"": ""2024-08-22"", ""priority"": ""medium""}"
464,Meeting,9/17/2023,"{""follow_up_date"": ""2024-06-11"", ""priority"": ""high""}"
522,Meeting,9/18/2023,"{""follow_up_date"": ""2023-11-10"", ""priority"": ""low""}"
519,Meeting,9/18/2023,"{""follow_up_date"": ""2024-05-04"", ""priority"": ""low""}"
167,Email,9/19/2023,"{""follow_up_date"": ""2024-02-11"", ""priority"": ""low""}"
559,Email,9/20/2023,"{""follow_up_date"": ""2023-12-28"", ""priority"": ""medium""}"
452,Email,9/20/2023,"{""follow_up_date"": ""2024-06-08"", ""priority"": ""medium""}"
533,Email,9/20/2023,"{""follow_up_date"": ""2024-02-17"", ""priority"": ""high""}"
544,Email,9/21/2023,"{""follow_up_date"": ""2024-07-02"", ""priority"": ""medium""}"
969,Email,9/21/2023,"{""follow_up_date"": ""2023-11-18"", ""priority"": ""high""}"
575,Call,9/21/2023,"{""follow_up_date"": ""2024-08-11"", ""priority"": ""high""}"
548,Meeting,9/21/2023,"{""follow_up_date"": ""2023-11-16"", ""priority"": ""low""}"
61,Email,9/22/2023,"{""follow_up_date"": ""2024-07-16"", ""priority"": ""medium""}"
300,Email,9/22/2023,"{""follow_up_date"": ""2024-07-19"", ""priority"": ""medium""}"
252,Meeting,9/22/2023,"{""follow_up_date"": ""2024-05-26"", ""priority"": ""medium""}"
856,Meeting,9/22/2023,"{""follow_up_date"": ""2024-06-24"", ""priority"": ""low""}"
556,Email,9/22/2023,"{""follow_up_date"": ""2024-01-29"", ""priority"": ""high""}"
47,Call,9/22/2023,"{""follow_up_date"": ""2023-12-16"", ""priority"": ""low""}"
341,Meeting,9/22/2023,"{""follow_up_date"": ""2024-07-25"", ""priority"": ""low""}"
655,Call,9/23/2023,"{""follow_up_date"": ""2023-10-06"", ""priority"": ""low""}"
489,Email,9/24/2023,"{""follow_up_date"": ""2023-11-08"", ""priority"": ""high""}"
257,Meeting,9/25/2023,"{""follow_up_date"": ""2024-07-08"", ""priority"": ""medium""}"
700,Meeting,9/25/2023,"{""follow_up_date"": ""2024-01-07"", ""priority"": ""high""}"
580,Call,9/25/2023,"{""follow_up_date"": ""2024-03-18"", ""priority"": ""high""}"
86,Meeting,9/25/2023,"{""follow_up_date"": ""2023-12-18"", ""priority"": ""high""}"
838,Email,9/25/2023,"{""follow_up_date"": ""2024-03-02"", ""priority"": ""low""}"
513,Email,9/26/2023,"{""follow_up_date"": ""2023-11-07"", ""priority"": ""low""}"
102,Call,9/26/2023,"{""follow_up_date"": ""2024-01-01"", ""priority"": ""high""}"
930,Call,9/27/2023,"{""follow_up_date"": ""2024-05-14"", ""priority"": ""high""}"
439,Call,9/27/2023,"{""follow_up_date"": ""2024-01-08"", ""priority"": ""low""}"
672,Meeting,9/27/2023,"{""follow_up_date"": ""2024-07-23"", ""priority"": ""medium""}"
675,Call,9/27/2023,"{""follow_up_date"": ""2024-05-11"", ""priority"": ""medium""}"
252,Meeting,9/28/2023,"{""follow_up_date"": ""2024-04-22"", ""priority"": ""high""}"
750,Call,9/28/2023,"{""follow_up_date"": ""2023-12-26"", ""priority"": ""medium""}"
73,Meeting,9/28/2023,"{""follow_up_date"": ""2023-10-14"", ""priority"": ""medium""}"
650,Meeting,9/28/2023,"{""follow_up_date"": ""2023-12-04"", ""priority"": ""medium""}"
590,Meeting,9/28/2023,"{""follow_up_date"": ""2024-06-24"", ""priority"": ""low""}"
183,Meeting,9/29/2023,"{""follow_up_date"": ""2023-10-06"", ""priority"": ""high""}"
458,Call,9/30/2023,"{""follow_up_date"": ""2024-04-21"", ""priority"": ""medium""}"
40,Call,10/2/2023,"{""follow_up_date"": ""2024-06-11"", ""priority"": ""low""}"
397,Meeting,10/3/2023,"{""follow_up_date"": ""2023-11-06"", ""priority"": ""low""}"
581,Call,10/3/2023,"{""follow_up_date"": ""2024-08-12"", ""priority"": ""medium""}"
447,Email,10/5/2023,"{""follow_up_date"": ""2024-01-10"", ""priority"": ""high""}"
458,Meeting,10/5/2023,"{""follow_up_date"": ""2024-01-24"", ""priority"": ""low""}"
439,Call,10/5/2023,"{""follow_up_date"": ""2024-04-24"", ""priority"": ""low""}"
174,Email,10/5/2023,"{""follow_up_date"": ""2024-05-20"", ""priority"": ""medium""}"
668,Email,10/5/2023,"{""follow_up_date"": ""2024-09-03"", ""priority"": ""medium""}"
351,Email,10/6/2023,"{""follow_up_date"": ""2023-11-20"", ""priority"": ""low""}"
448,Meeting,10/6/2023,"{""follow_up_date"": ""2024-06-28"", ""priority"": ""low""}"
238,Call,10/6/2023,"{""follow_up_date"": ""2024-02-29"", ""priority"": ""low""}"
584,Email,10/8/2023,"{""follow_up_date"": ""2024-05-07"", ""priority"": ""high""}"
648,Meeting,10/8/2023,"{""follow_up_date"": ""2024-08-12"", ""priority"": ""high""}"
44,Call,10/8/2023,"{""follow_up_date"": ""2024-03-21"", ""priority"": ""low""}"
539,Call,10/8/2023,"{""follow_up_date"": ""2023-12-26"", ""priority"": ""low""}"
228,Call,10/9/2023,"{""follow_up_date"": ""2024-09-26"", ""priority"": ""low""}"
165,Email,10/9/2023,"{""follow_up_date"": ""2023-11-16"", ""priority"": ""high""}"
145,Meeting,10/9/2023,"{""follow_up_date"": ""2024-03-18"", ""priority"": ""low""}"
353,Call,10/9/2023,"{""follow_up_date"": ""2024-01-16"", ""priority"": ""low""}"
893,Call,10/9/2023,"{""follow_up_date"": ""2024-01-12"", ""priority"": ""low""}"
78,Call,10/9/2023,"{""follow_up_date"": ""2023-12-02"", ""priority"": ""medium""}"
698,Call,10/10/2023,"{""follow_up_date"": ""2024-07-17"", ""priority"": ""medium""}"
832,Email,10/10/2023,"{""follow_up_date"": ""2024-04-11"", ""priority"": ""high""}"
739,Call,10/11/2023,"{""follow_up_date"": ""2023-12-20"", ""priority"": ""low""}"
878,Call,10/11/2023,"{""follow_up_date"": ""2024-08-06"", ""priority"": ""high""}"
91,Email,10/11/2023,"{""follow_up_date"": ""2024-01-10"", ""priority"": ""low""}"
966,Call,10/12/2023,"{""follow_up_date"": ""2024-05-15"", ""priority"": ""medium""}"
154,Meeting,10/12/2023,"{""follow_up_date"": ""2024-08-04"", ""priority"": ""high""}"
827,Email,10/12/2023,"{""follow_up_date"": ""2024-06-15"", ""priority"": ""high""}"
825,Email,10/13/2023,"{""follow_up_date"": ""2024-08-18"", ""priority"": ""medium""}"
494,Email,10/13/2023,"{""follow_up_date"": ""2024-08-13"", ""priority"": ""high""}"
427,Call,10/14/2023,"{""follow_up_date"": ""2024-08-02"", ""priority"": ""medium""}"
139,Meeting,10/14/2023,"{""follow_up_date"": ""2024-04-01"", ""priority"": ""medium""}"
110,Meeting,10/14/2023,"{""follow_up_date"": ""2024-09-16"", ""priority"": ""low""}"
70,Meeting,10/15/2023,"{""follow_up_date"": ""2024-08-19"", ""priority"": ""medium""}"
539,Call,10/15/2023,"{""follow_up_date"": ""2023-11-05"", ""priority"": ""medium""}"
9,Call,10/15/2023,"{""follow_up_date"": ""2023-11-18"", ""priority"": ""low""}"
155,Email,10/15/2023,"{""follow_up_date"": ""2023-11-23"", ""priority"": ""medium""}"
645,Call,10/15/2023,"{""follow_up_date"": ""2024-03-28"", ""priority"": ""low""}"
631,Email,10/15/2023,"{""follow_up_date"": ""2024-06-14"", ""priority"": ""medium""}"
632,Meeting,10/15/2023,"{""follow_up_date"": ""2024-03-09"", ""priority"": ""high""}"
603,Email,10/15/2023,"{""follow_up_date"": ""2024-04-23"", ""priority"": ""low""}"
745,Meeting,10/15/2023,"{""follow_up_date"": ""2024-06-03"", ""priority"": ""high""}"
357,Meeting,10/16/2023,"{""follow_up_date"": ""2024-02-17"", ""priority"": ""medium""}"
376,Meeting,10/16/2023,"{""follow_up_date"": ""2024-01-04"", ""priority"": ""low""}"
538,Call,10/17/2023,"{""follow_up_date"": ""2023-10-27"", ""priority"": ""high""}"
544,Meeting,10/17/2023,"{""follow_up_date"": ""2024-04-05"", ""priority"": ""medium""}"
244,Email,10/18/2023,"{""follow_up_date"": ""2024-08-10"", ""priority"": ""high""}"
430,Email,10/18/2023,"{""follow_up_date"": ""2024-09-04"", ""priority"": ""medium""}"
971,Call,10/19/2023,"{""follow_up_date"": ""2024-04-11"", ""priority"": ""high""}"
75,Call,10/19/2023,"{""follow_up_date"": ""2024-08-27"", ""priority"": ""low""}"
247,Call,10/20/2023,"{""follow_up_date"": ""2024-03-16"", ""priority"": ""low""}"
948,Call,10/20/2023,"{""follow_up_date"": ""2024-09-08"", ""priority"": ""medium""}"
640,Meeting,10/20/2023,"{""follow_up_date"": ""2024-07-05"", ""priority"": ""high""}"
640,Call,10/20/2023,"{""follow_up_date"": ""2024-10-03"", ""priority"": ""low""}"
631,Meeting,10/21/2023,"{""follow_up_date"": ""2024-10-14"", ""priority"": ""high""}"
914,Email,10/21/2023,"{""follow_up_date"": ""2024-04-17"", ""priority"": ""high""}"
406,Meeting,10/22/2023,"{""follow_up_date"": ""2024-02-23"", ""priority"": ""high""}"
724,Meeting,10/22/2023,"{""follow_up_date"": ""2024-05-25"", ""priority"": ""medium""}"
306,Meeting,10/22/2023,"{""follow_up_date"": ""2023-11-07"", ""priority"": ""high""}"
385,Meeting,10/23/2023,"{""follow_up_date"": ""2024-01-15"", ""priority"": ""high""}"
368,Call,10/23/2023,"{""follow_up_date"": ""2024-01-27"", ""priority"": ""high""}"
843,Email,10/23/2023,"{""follow_up_date"": ""2023-12-01"", ""priority"": ""high""}"
856,Email,10/24/2023,"{""follow_up_date"": ""2024-10-01"", ""priority"": ""low""}"
822,Meeting,10/25/2023,"{""follow_up_date"": ""2023-12-02"", ""priority"": ""high""}"
599,Email,10/25/2023,"{""follow_up_date"": ""2023-12-25"", ""priority"": ""high""}"
249,Meeting,10/25/2023,"{""follow_up_date"": ""2023-10-25"", ""priority"": ""high""}"
755,Email,10/26/2023,"{""follow_up_date"": ""2024-04-16"", ""priority"": ""high""}"
867,Call,10/27/2023,"{""follow_up_date"": ""2024-06-14"", ""priority"": ""low""}"
798,Call,10/28/2023,"{""follow_up_date"": ""2024-03-18"", ""priority"": ""high""}"
105,Email,10/28/2023,"{""follow_up_date"": ""2024-07-03"", ""priority"": ""low""}"
262,Call,10/28/2023,"{""follow_up_date"": ""2024-02-05"", ""priority"": ""high""}"
432,Email,10/28/2023,"{""follow_up_date"": ""2024-09-21"", ""priority"": ""medium""}"
920,Email,10/29/2023,"{""follow_up_date"": ""2024-05-08"", ""priority"": ""high""}"
686,Meeting,10/29/2023,"{""follow_up_date"": ""2024-05-12"", ""priority"": ""high""}"
997,Email,10/29/2023,"{""follow_up_date"": ""2024-08-19"", ""priority"": ""medium""}"
496,Call,10/30/2023,"{""follow_up_date"": ""2024-02-07"", ""priority"": ""medium""}"
518,Call,11/1/2023,"{""follow_up_date"": ""2023-12-03"", ""priority"": ""low""}"
425,Email,11/1/2023,"{""follow_up_date"": ""2024-06-10"", ""priority"": ""low""}"
518,Meeting,11/1/2023,"{""follow_up_date"": ""2024-04-24"", ""priority"": ""low""}"
379,Email,11/1/2023,"{""follow_up_date"": ""2024-03-05"", ""priority"": ""low""}"
830,Email,11/1/2023,"{""follow_up_date"": ""2023-12-09"", ""priority"": ""low""}"
358,Meeting,11/2/2023,"{""follow_up_date"": ""2024-07-04"", ""priority"": ""medium""}"
183,Call,11/2/2023,"{""follow_up_date"": ""2024-03-12"", ""priority"": ""high""}"
266,Email,11/2/2023,"{""follow_up_date"": ""2024-01-23"", ""priority"": ""low""}"
722,Email,11/3/2023,"{""follow_up_date"": ""2024-08-28"", ""priority"": ""high""}"
936,Meeting,11/3/2023,"{""follow_up_date"": ""2024-09-16"", ""priority"": ""high""}"
472,Call,11/4/2023,"{""follow_up_date"": ""2024-06-27"", ""priority"": ""low""}"
585,Email,11/4/2023,"{""follow_up_date"": ""2024-04-28"", ""priority"": ""low""}"
628,Call,11/4/2023,"{""follow_up_date"": ""2024-01-30"", ""priority"": ""high""}"
249,Email,11/4/2023,"{""follow_up_date"": ""2024-07-16"", ""priority"": ""low""}"
697,Call,11/4/2023,"{""follow_up_date"": ""2024-06-02"", ""priority"": ""high""}"
532,Email,11/5/2023,"{""follow_up_date"": ""2023-11-11"", ""priority"": ""low""}"
173,Meeting,11/5/2023,"{""follow_up_date"": ""2023-12-27"", ""priority"": ""high""}"
639,Call,11/5/2023,"{""follow_up_date"": ""2024-06-05"", ""priority"": ""medium""}"
299,Call,11/5/2023,"{""follow_up_date"": ""2024-02-04"", ""priority"": ""low""}"
127,Email,11/6/2023,"{""follow_up_date"": ""2024-09-10"", ""priority"": ""high""}"
165,Meeting,11/7/2023,"{""follow_up_date"": ""2024-02-08"", ""priority"": ""medium""}"
733,Call,11/7/2023,"{""follow_up_date"": ""2023-11-14"", ""priority"": ""high""}"
25,Email,11/7/2023,"{""follow_up_date"": ""2024-06-29"", ""priority"": ""medium""}"
202,Call,11/7/2023,"{""follow_up_date"": ""2024-08-25"", ""priority"": ""high""}"
727,Email,11/7/2023,"{""follow_up_date"": ""2024-06-03"", ""priority"": ""medium""}"
353,Call,11/7/2023,"{""follow_up_date"": ""2024-05-21"", ""priority"": ""low""}"
547,Call,11/8/2023,"{""follow_up_date"": ""2024-06-07"", ""priority"": ""medium""}"
600,Meeting,11/8/2023,"{""follow_up_date"": ""2024-06-18"", ""priority"": ""high""}"
646,Email,11/8/2023,"{""follow_up_date"": ""2024-09-07"", ""priority"": ""low""}"
993,Email,11/9/2023,"{""follow_up_date"": ""2024-04-25"", ""priority"": ""medium""}"
248,Email,11/9/2023,"{""follow_up_date"": ""2024-07-28"", ""priority"": ""high""}"
256,Meeting,11/9/2023,"{""follow_up_date"": ""2024-01-27"", ""priority"": ""low""}"
844,Email,11/9/2023,"{""follow_up_date"": ""2024-05-26"", ""priority"": ""medium""}"
557,Meeting,11/9/2023,"{""follow_up_date"": ""2024-09-27"", ""priority"": ""low""}"
254,Email,11/9/2023,"{""follow_up_date"": ""2024-09-27"", ""priority"": ""high""}"
952,Email,11/10/2023,"{""follow_up_date"": ""2024-08-06"", ""priority"": ""high""}"
831,Email,11/10/2023,"{""follow_up_date"": ""2024-01-18"", ""priority"": ""medium""}"
937,Meeting,11/11/2023,"{""follow_up_date"": ""2024-03-14"", ""priority"": ""high""}"
584,Email,11/11/2023,"{""follow_up_date"": ""2024-08-07"", ""priority"": ""low""}"
688,Call,11/12/2023,"{""follow_up_date"": ""2024-06-23"", ""priority"": ""low""}"
295,Email,11/12/2023,"{""follow_up_date"": ""2024-08-18"", ""priority"": ""low""}"
861,Email,11/12/2023,"{""follow_up_date"": ""2024-07-03"", ""priority"": ""low""}"
966,Email,11/12/2023,"{""follow_up_date"": ""2024-10-04"", ""priority"": ""high""}"
817,Meeting,11/12/2023,"{""follow_up_date"": ""2024-02-21"", ""priority"": ""low""}"
435,Meeting,11/13/2023,"{""follow_up_date"": ""2024-02-16"", ""priority"": ""medium""}"
727,Call,11/14/2023,"{""follow_up_date"": ""2023-12-28"", ""priority"": ""low""}"
652,Meeting,11/14/2023,"{""follow_up_date"": ""2024-06-18"", ""priority"": ""high""}"
3,Email,11/15/2023,"{""follow_up_date"": ""2024-10-28"", ""priority"": ""medium""}"
94,Email,11/15/2023,"{""follow_up_date"": ""2024-07-07"", ""priority"": ""low""}"
90,Meeting,11/16/2023,"{""follow_up_date"": ""2024-01-22"", ""priority"": ""high""}"
624,Meeting,11/16/2023,"{""follow_up_date"": ""2024-04-23"", ""priority"": ""low""}"
521,Call,11/16/2023,"{""follow_up_date"": ""2024-04-29"", ""priority"": ""high""}"
432,Meeting,11/16/2023,"{""follow_up_date"": ""2024-09-29"", ""priority"": ""high""}"
530,Meeting,11/16/2023,"{""follow_up_date"": ""2024-05-05"", ""priority"": ""high""}"
593,Meeting,11/16/2023,"{""follow_up_date"": ""2024-11-05"", ""priority"": ""low""}"
70,Meeting,11/17/2023,"{""follow_up_date"": ""2024-11-10"", ""priority"": ""low""}"
6,Call,11/18/2023,"{""follow_up_date"": ""2024-02-05"", ""priority"": ""medium""}"
436,Meeting,11/18/2023,"{""follow_up_date"": ""2024-07-13"", ""priority"": ""medium""}"
495,Call,11/20/2023,"{""follow_up_date"": ""2024-10-28"", ""priority"": ""low""}"
1,Meeting,11/20/2023,"{""follow_up_date"": ""2024-03-30"", ""priority"": ""medium""}"
393,Meeting,11/20/2023,"{""follow_up_date"": ""2024-05-12"", ""priority"": ""high""}"
89,Meeting,11/20/2023,"{""follow_up_date"": ""2024-07-22"", ""priority"": ""low""}"
163,Meeting,11/20/2023,"{""follow_up_date"": ""2024-05-30"", ""priority"": ""high""}"
520,Call,11/21/2023,"{""follow_up_date"": ""2024-07-26"", ""priority"": ""medium""}"
662,Email,11/21/2023,"{""follow_up_date"": ""2023-11-24"", ""priority"": ""medium""}"
882,Email,11/21/2023,"{""follow_up_date"": ""2024-07-21"", ""priority"": ""low""}"
580,Email,11/21/2023,"{""follow_up_date"": ""2024-07-15"", ""priority"": ""medium""}"
